2017-01-21,Chantaje,Shakira Featuring Maluma
2017-01-21,Both,Gucci Mane Featuring Drake
2017-01-21,Party,Chris Brown Featuring Usher & Gucci Mane
2017-01-21,A Guy With A Girl,Blake Shelton
2017-01-21,Make Me (Cry),Noah Cyrus Featuring Labrinth
2017-01-21,HandClap,Fitz And The Tantrums
2017-01-21,Star Of The Show,Thomas Rhett
2017-01-21,How Far I'll Go,Alessia Cara
2017-01-21,Dirt On My Boots,Jon Pardi
2017-01-21,Selfish,PnB Rock
2017-01-21,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
2017-01-21,iSpy,KYLE Featuring Lil Yachty
2017-01-21,Sneakin',Drake Featuring 21 Savage
2017-01-21,Neighbors,J. Cole
2017-01-21,You're Welcome,Dwayne Johnson
2017-01-21,Song For Another Time,Old Dominion
2017-01-21,Sleep Without You,Brett Young
2017-01-21,Play That Song,Train
2017-01-21,Seein' Red,Dustin Lynch
2017-01-21,How I'll Always Be,Tim McGraw
2017-01-21,Swang,Rae Sremmurd
2017-01-21,Alone,Marshmello
2017-01-21,OTW,DJ Luke Nasty
2017-01-21,80s Mercedes,Maren Morris
2017-01-21,Red Opps,21 Savage
2017-01-21,Goosebumps,Travis Scott
2017-01-21,Moves,Big Sean
2017-01-21,Parachute,Chris Stapleton
2017-01-21,Kill A Word,Eric Church Featuring Rhiannon Giddens
2017-01-21,All We Know,The Chainsmokers Featuring Phoebe Ryan
2017-01-21,Redbone,Childish Gambino
2017-01-21,Immortal,J. Cole
2017-01-21,Sex With Me,Rihanna
2017-01-21,Hallelujah,Pentatonix
2017-01-21,Way Down We Go,KALEO
2017-01-21,Million Reasons,Lady Gaga
2017-01-21,Think A Little Less,Michael Ray
2017-01-21,Shaky Shaky,Daddy Yankee
2017-01-21,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING
2017-01-21,Congratulations,Post Malone Featuring Quavo
2017-01-21,Fresh Eyes,Andy Grammer
2017-01-21,Sober Saturday Night,Chris Young Featuring Vince Gill
2017-01-21,Beibs In The Trap,Travis Scott
2017-01-21,I Got You,Bebe Rexha
2017-01-21,The Weekend,Brantley Gilbert
2017-01-21,My Sh*t,A Boogie Wit da Hoodie
2017-01-21,Key To The Streets,YFN Lucci Featuring Migos & Trouble
2017-01-21,We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda
2017-01-21,Just Hold On,Steve Aoki & Louis Tomlinson
2017-01-21,Water,Ugly God
2017-01-28,Shape Of You,Ed Sheeran
2017-01-28,Bad And Boujee,Migos Featuring Lil Uzi Vert
2017-01-28,Black Beatles,Rae Sremmurd Featuring Gucci Mane
2017-01-28,Starboy,The Weeknd Featuring Daft Punk
2017-01-28,Closer,The Chainsmokers Featuring Halsey
2017-01-28,Castle On The Hill,Ed Sheeran
2017-01-28,24K Magic,Bruno Mars
2017-01-28,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
2017-01-28,Side To Side,Ariana Grande Featuring Nicki Minaj
2017-01-28,Bad Things,Machine Gun Kelly x Camila Cabello
2017-01-28,Fake Love,Drake
2017-01-28,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-01-28,Scars To Your Beautiful,Alessia Cara
2017-01-28,Let Me Love You,DJ Snake Featuring Justin Bieber
2017-01-28,Caroline,Amine
2017-01-28,Bounce Back,Big Sean
2017-01-28,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
2017-01-28,Heathens,twenty one pilots
2017-01-28,Love On The Brain,Rihanna
2017-01-28,Broccoli,D.R.A.M. Featuring Lil Yachty
2017-01-28,Starving,Hailee Steinfeld & Grey Featuring Zedd
2017-01-28,I Feel It Coming,The Weeknd Featuring Daft Punk
2017-01-28,Mercy,Shawn Mendes
2017-01-28,All Time Low,Jon Bellion
2017-01-28,Can't Stop The Feeling!,Justin Timberlake
2017-01-28,Treat You Better,Shawn Mendes
2017-01-28,Cheap Thrills,Sia Featuring Sean Paul
2017-01-28,This Town,Niall Horan
2017-01-28,Blue Ain't Your Color,Keith Urban
2017-01-28,Love Me Now,John Legend
2017-01-28,Say You Won't Let Go,James Arthur
2017-01-28,Don't Let Me Down,The Chainsmokers Featuring Daya
2017-01-28,Water Under The Bridge,Adele
2017-01-28,In The Name Of Love,Martin Garrix & Bebe Rexha
2017-01-28,The Greatest,Sia Featuring Kendrick Lamar
2017-01-28,X,21 Savage & Metro Boomin Featuring Future
2017-01-28,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
2017-01-28,Cold Water,Major Lazer Featuring Justin Bieber & MO
2017-01-28,OOOUUU,Young M.A
2017-01-28,You Was Right,Lil Uzi Vert
2017-01-28,I Hate U I Love U,gnash Featuring Olivia O'Brien
2017-01-28,iSpy,KYLE Featuring Lil Yachty
2017-01-28,Better Man,Little Big Town
2017-01-28,Both,Gucci Mane Featuring Drake
2017-01-28,Party,Chris Brown Featuring Usher & Gucci Mane
2017-01-28,No Heart,21 Savage & Metro Boomin
2017-01-28,Party Monster,The Weeknd
2017-01-28,Deja Vu,J. Cole
2017-01-28,Dirty Laundry,Carrie Underwood
2017-01-28,Used To This,Future Featuring Drake
2017-01-28,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
2017-01-28,May We All,Florida Georgia Line Featuring Tim McGraw
2017-01-28,A Guy With A Girl,Blake Shelton
2017-01-28,Chantaje,Shakira Featuring Maluma
2017-01-28,HandClap,Fitz And The Tantrums
2017-01-28,Star Of The Show,Thomas Rhett
2017-01-28,Wanna Be That Song,Brett Eldredge
2017-01-28,Dirt On My Boots,Jon Pardi
2017-01-28,How Far I'll Go,Alessia Cara
2017-01-28,Alone,Marshmello
2017-01-28,Selfish,PnB Rock
2017-01-28,Moves,Big Sean
2017-01-28,I Got You,Bebe Rexha
2017-01-28,Swang,Rae Sremmurd
2017-01-28,Seein' Red,Dustin Lynch
2017-01-28,Make Me (Cry),Noah Cyrus Featuring Labrinth
2017-01-28,How Far I'll Go,Auli'i Cravalho
2017-01-28,Play That Song,Train
2017-01-28,Sneakin',Drake Featuring 21 Savage
2017-01-28,Neighbors,J. Cole
2017-01-28,OTW,DJ Luke Nasty
2017-01-28,Redbone,Childish Gambino
2017-01-28,Goosebumps,Travis Scott
2017-01-28,Red Opps,21 Savage
2017-01-28,Sleep Without You,Brett Young
2017-01-28,Song For Another Time,Old Dominion
2017-01-28,Location,Khalid
2017-01-28,80s Mercedes,Maren Morris
2017-01-28,Parachute,Chris Stapleton
2017-01-28,Kill A Word,Eric Church Featuring Rhiannon Giddens
2017-01-28,You're Welcome,Dwayne Johnson
2017-01-28,Think A Little Less,Michael Ray
2017-01-28,Sober Saturday Night,Chris Young Featuring Vince Gill
2017-01-28,Fresh Eyes,Andy Grammer
2017-01-28,Congratulations,Post Malone Featuring Quavo
2017-01-28,Sex With Me,Rihanna
2017-01-28,Water,Ugly God
2017-01-28,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING
2017-01-28,Drinkin' Too Much,Sam Hunt
2017-01-28,Beibs In The Trap,Travis Scott
2017-01-28,Way Down We Go,KALEO
2017-01-28,All We Know,The Chainsmokers Featuring Phoebe Ryan
2017-01-28,The Weekend,Brantley Gilbert
2017-01-28,Call On Me,Starley
2017-01-28,Today,Brad Paisley
2017-01-28,Million Reasons,Lady Gaga
2017-01-28,Immortal,J. Cole
2017-01-28,What They Want,Russ
2017-01-28,Just Hold On,Steve Aoki & Louis Tomlinson
2017-01-28,If The Boot Fits,Granger Smith
2017-02-04,Bad And Boujee,Migos Featuring Lil Uzi Vert
2017-02-04,Shape Of You,Ed Sheeran
2017-02-04,Black Beatles,Rae Sremmurd Featuring Gucci Mane
2017-02-04,Closer,The Chainsmokers Featuring Halsey
2017-02-04,Starboy,The Weeknd Featuring Daft Punk
2017-02-04,Bad Things,Machine Gun Kelly x Camila Cabello
2017-02-04,Paris,The Chainsmokers
2017-02-04,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-02-04,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
2017-02-04,24K Magic,Bruno Mars
2017-02-04,Fake Love,Drake
2017-02-04,Side To Side,Ariana Grande Featuring Nicki Minaj
2017-02-04,Scars To Your Beautiful,Alessia Cara
2017-02-04,Caroline,Amine
2017-02-04,Bounce Back,Big Sean
2017-02-04,Let Me Love You,DJ Snake Featuring Justin Bieber
2017-02-04,Love On The Brain,Rihanna
2017-02-04,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
2017-02-04,I Feel It Coming,The Weeknd Featuring Daft Punk
2017-02-04,Heathens,twenty one pilots
2017-02-04,Broccoli,D.R.A.M. Featuring Lil Yachty
2017-02-04,All Time Low,Jon Bellion
2017-02-04,Starving,Hailee Steinfeld & Grey Featuring Zedd
2017-02-04,Can't Stop The Feeling!,Justin Timberlake
2017-02-04,Mercy,Shawn Mendes
2017-02-04,Treat You Better,Shawn Mendes
2017-02-04,Cheap Thrills,Sia Featuring Sean Paul
2017-02-04,Castle On The Hill,Ed Sheeran
2017-02-04,This Town,Niall Horan
2017-02-04,Say You Won't Let Go,James Arthur
2017-02-04,Love Me Now,John Legend
2017-02-04,iSpy,KYLE Featuring Lil Yachty
2017-02-04,Don't Let Me Down,The Chainsmokers Featuring Daya
2017-02-04,Water Under The Bridge,Adele
2017-02-04,Blue Ain't Your Color,Keith Urban
2017-02-04,Party Monster,The Weeknd
2017-02-04,X,21 Savage & Metro Boomin Featuring Future
2017-02-04,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
2017-02-04,The Greatest,Sia Featuring Kendrick Lamar
2017-02-04,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
2017-02-04,Better Man,Little Big Town
2017-02-04,Cold Water,Major Lazer Featuring Justin Bieber & MO
2017-02-04,T-Shirt,Migos
2017-02-04,Both,Gucci Mane Featuring Drake
2017-02-04,Party,Chris Brown Featuring Usher & Gucci Mane
2017-02-04,You Was Right,Lil Uzi Vert
2017-02-04,In The Name Of Love,Martin Garrix & Bebe Rexha
2017-02-04,Deja Vu,J. Cole
2017-02-04,Used To This,Future Featuring Drake
2017-02-04,No Heart,21 Savage & Metro Boomin
2017-02-04,A Guy With A Girl,Blake Shelton
2017-02-04,Chantaje,Shakira Featuring Maluma
2017-02-04,I Got You,Bebe Rexha
2017-02-04,HandClap,Fitz And The Tantrums
2017-02-04,Star Of The Show,Thomas Rhett
2017-02-04,How Far I'll Go,Alessia Cara
2017-02-04,Dirt On My Boots,Jon Pardi
2017-02-04,Dirty Laundry,Carrie Underwood
2017-02-04,Selfish,PnB Rock
2017-02-04,Alone,Marshmello
2017-02-04,Swang,Rae Sremmurd
2017-02-04,Make Me (Cry),Noah Cyrus Featuring Labrinth
2017-02-04,Redbone,Childish Gambino
2017-02-04,Wanna Be That Song,Brett Eldredge
2017-02-04,Moves,Big Sean
2017-02-04,Seein' Red,Dustin Lynch
2017-02-04,How Far I'll Go,Auli'i Cravalho
2017-02-04,Fresh Eyes,Andy Grammer
2017-02-04,Play That Song,Train
2017-02-04,Location,Khalid
2017-02-04,Goosebumps,Travis Scott
2017-02-04,OTW,DJ Luke Nasty
2017-02-04,Sneakin',Drake Featuring 21 Savage
2017-02-04,Kill A Word,Eric Church Featuring Rhiannon Giddens
2017-02-04,Sober Saturday Night,Chris Young Featuring Vince Gill
2017-02-04,Think A Little Less,Michael Ray
2017-02-04,Not Afraid Anymore,Halsey
2017-02-04,Red Opps,21 Savage
2017-02-04,Call On Me,Starley
2017-02-04,Water,Ugly God
2017-02-04,Congratulations,Post Malone Featuring Quavo
2017-02-04,80s Mercedes,Maren Morris
2017-02-04,Song For Another Time,Old Dominion
2017-02-04,Neighbors,J. Cole
2017-02-04,Way Down We Go,KALEO
2017-02-04,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING
2017-02-04,Sex With Me,Rihanna
2017-02-04,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-02-04,The Weekend,Brantley Gilbert
2017-02-04,Parachute,Chris Stapleton
2017-02-04,You're Welcome,Dwayne Johnson
2017-02-04,Today,Brad Paisley
2017-02-04,All We Know,The Chainsmokers Featuring Phoebe Ryan
2017-02-04,Say It,Flume Featuring Tove Lo
2017-02-04,Not Nice,PARTYNEXTDOOR
2017-02-04,Just Hold On,Steve Aoki & Louis Tomlinson
2017-02-04,Beibs In The Trap,Travis Scott
2017-02-04,Black,Dierks Bentley
2017-02-04,Down,Marian Hill
2017-02-04,My Sh*t,A Boogie Wit da Hoodie
2017-02-11,Bad And Boujee,Migos Featuring Lil Uzi Vert
2017-02-11,Shape Of You,Ed Sheeran
2017-02-11,Closer,The Chainsmokers Featuring Halsey
2017-02-11,Bad Things,Machine Gun Kelly x Camila Cabello
2017-02-11,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-02-11,Black Beatles,Rae Sremmurd Featuring Gucci Mane
2017-02-11,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
2017-02-11,Starboy,The Weeknd Featuring Daft Punk
2017-02-11,Fake Love,Drake
2017-02-11,Scars To Your Beautiful,Alessia Cara
2017-02-11,24K Magic,Bruno Mars
2017-02-11,Side To Side,Ariana Grande Featuring Nicki Minaj
2017-02-11,Paris,The Chainsmokers
2017-02-11,Love On The Brain,Rihanna
2017-02-11,Bounce Back,Big Sean
2017-02-11,Let Me Love You,DJ Snake Featuring Justin Bieber
2017-02-11,Caroline,Amine
2017-02-11,I Feel It Coming,The Weeknd Featuring Daft Punk
2017-02-11,All Time Low,Jon Bellion
2017-02-11,Starving,Hailee Steinfeld & Grey Featuring Zedd
2017-02-11,Mercy,Shawn Mendes
2017-02-11,Heathens,twenty one pilots
2017-02-11,Can't Stop The Feeling!,Justin Timberlake
2017-02-11,This Town,Niall Horan
2017-02-11,Broccoli,D.R.A.M. Featuring Lil Yachty
2017-02-11,Water Under The Bridge,Adele
2017-02-11,Cheap Thrills,Sia Featuring Sean Paul
2017-02-11,Treat You Better,Shawn Mendes
2017-02-11,iSpy,KYLE Featuring Lil Yachty
2017-02-11,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
2017-02-11,Say You Won't Let Go,James Arthur
2017-02-11,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
2017-02-11,Love Me Now,John Legend
2017-02-11,Don't Let Me Down,The Chainsmokers Featuring Daya
2017-02-11,Better Man,Little Big Town
2017-02-11,Blue Ain't Your Color,Keith Urban
2017-02-11,T-Shirt,Migos
2017-02-11,The Greatest,Sia Featuring Kendrick Lamar
2017-02-11,Castle On The Hill,Ed Sheeran
2017-02-11,Party,Chris Brown Featuring Usher & Gucci Mane
2017-02-11,X,21 Savage & Metro Boomin Featuring Future
2017-02-11,A Guy With A Girl,Blake Shelton
2017-02-11,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
2017-02-11,Dirt On My Boots,Jon Pardi
2017-02-11,Star Of The Show,Thomas Rhett
2017-02-11,Deja Vu,J. Cole
2017-02-11,Used To This,Future Featuring Drake
2017-02-11,Cold Water,Major Lazer Featuring Justin Bieber & MO
2017-02-11,Both,Gucci Mane Featuring Drake
2017-02-11,Party Monster,The Weeknd
2017-02-11,Goosebumps,Travis Scott
2017-02-11,Down,Marian Hill
2017-02-11,HandClap,Fitz And The Tantrums
2017-02-11,Way Down We Go,KALEO
2017-02-11,Seein' Red,Dustin Lynch
2017-02-11,I Got You,Bebe Rexha
2017-02-11,Make Me (Cry),Noah Cyrus Featuring Labrinth
2017-02-11,Congratulations,Post Malone Featuring Quavo
2017-02-11,Chantaje,Shakira Featuring Maluma
2017-02-11,Play That Song,Train
2017-02-11,No Heart,21 Savage & Metro Boomin
2017-02-11,Think A Little Less,Michael Ray
2017-02-11,Sober Saturday Night,Chris Young Featuring Vince Gill
2017-02-11,Location,Khalid
2017-02-11,How Far I'll Go,Auli'i Cravalho
2017-02-11,Dirty Laundry,Carrie Underwood
2017-02-11,Selfish,PnB Rock
2017-02-11,How Far I'll Go,Alessia Cara
2017-02-11,Wanna Be That Song,Brett Eldredge
2017-02-11,Fresh Eyes,Andy Grammer
2017-02-11,Kill A Word,Eric Church Featuring Rhiannon Giddens
2017-02-11,Moves,Big Sean
2017-02-11,OTW,DJ Luke Nasty
2017-02-11,Today,Brad Paisley
2017-02-11,Swang,Rae Sremmurd
2017-02-11,Redbone,Childish Gambino
2017-02-11,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-02-11,80s Mercedes,Maren Morris
2017-02-11,The Weekend,Brantley Gilbert
2017-02-11,If The Boot Fits,Granger Smith
2017-02-11,Fast,Luke Bryan
2017-02-11,That's What I Like,Bruno Mars
2017-02-11,Not Nice,PARTYNEXTDOOR
2017-02-11,Guys My Age,Hey Violet
2017-02-11,Sex With Me,Rihanna
2017-02-11,Road Less Traveled,Lauren Alaina
2017-02-11,Issues,Julia Michaels
2017-02-11,Call On Me,Starley
2017-02-11,Alone,Marshmello
2017-02-11,Black,Dierks Bentley
2017-02-11,Love On The Weekend,John Mayer
2017-02-11,Good Drank,2 Chainz x Gucci Mane x Quavo
2017-02-11,Any Ol' Barstool,Jason Aldean
2017-02-11,Dancing On My Own,Calum Scott
2017-02-11,Sneakin',Drake Featuring 21 Savage
2017-02-11,Song For Another Time,Old Dominion
2017-02-11,Million Reasons,Lady Gaga
2017-02-11,Say It,Flume Featuring Tove Lo
2017-02-11,Water,Ugly God
2017-02-11,Running Back,Wale Featuring Lil Wayne
2017-02-18,Shape Of You,Ed Sheeran
2017-02-18,Bad And Boujee,Migos Featuring Lil Uzi Vert
2017-02-18,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-02-18,Bad Things,Machine Gun Kelly x Camila Cabello
2017-02-18,Closer,The Chainsmokers Featuring Halsey
2017-02-18,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
2017-02-18,Starboy,The Weeknd Featuring Daft Punk
2017-02-18,Fake Love,Drake
2017-02-18,Black Beatles,Rae Sremmurd Featuring Gucci Mane
2017-02-18,Scars To Your Beautiful,Alessia Cara
2017-02-18,Paris,The Chainsmokers
2017-02-18,24K Magic,Bruno Mars
2017-02-18,Side To Side,Ariana Grande Featuring Nicki Minaj
2017-02-18,Love On The Brain,Rihanna
2017-02-18,Bounce Back,Big Sean
2017-02-18,I Feel It Coming,The Weeknd Featuring Daft Punk
2017-02-18,Caroline,Amine
2017-02-18,Let Me Love You,DJ Snake Featuring Justin Bieber
2017-02-18,T-Shirt,Migos
2017-02-18,All Time Low,Jon Bellion
2017-02-18,Mercy,Shawn Mendes
2017-02-18,Can't Stop The Feeling!,Justin Timberlake
2017-02-18,Heathens,twenty one pilots
2017-02-18,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
2017-02-18,This Town,Niall Horan
2017-02-18,Starving,Hailee Steinfeld & Grey Featuring Zedd
2017-02-18,iSpy,KYLE Featuring Lil Yachty
2017-02-18,Water Under The Bridge,Adele
2017-02-18,Say You Won't Let Go,James Arthur
2017-02-18,Cheap Thrills,Sia Featuring Sean Paul
2017-02-18,Broccoli,D.R.A.M. Featuring Lil Yachty
2017-02-18,Treat You Better,Shawn Mendes
2017-02-18,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
2017-02-18,Better Man,Little Big Town
2017-02-18,Love Me Now,John Legend
2017-02-18,Don't Let Me Down,The Chainsmokers Featuring Daya
2017-02-18,Down,Marian Hill
2017-02-18,Body Like A Back Road,Sam Hunt
2017-02-18,Congratulations,Post Malone Featuring Quavo
2017-02-18,The Greatest,Sia Featuring Kendrick Lamar
2017-02-18,Play That Song,Train
2017-02-18,Blue Ain't Your Color,Keith Urban
2017-02-18,Dirt On My Boots,Jon Pardi
2017-02-18,Party,Chris Brown Featuring Usher & Gucci Mane
2017-02-18,Star Of The Show,Thomas Rhett
2017-02-18,Make Me (Cry),Noah Cyrus Featuring Labrinth
2017-02-18,Deja Vu,J. Cole
2017-02-18,Slippery,Migos Featuring Gucci Mane
2017-02-18,X,21 Savage & Metro Boomin Featuring Future
2017-02-18,Castle On The Hill,Ed Sheeran
2017-02-18,Both,Gucci Mane Featuring Drake
2017-02-18,A Guy With A Girl,Blake Shelton
2017-02-18,HandClap,Fitz And The Tantrums
2017-02-18,Used To This,Future Featuring Drake
2017-02-18,Party Monster,The Weeknd
2017-02-18,Seein' Red,Dustin Lynch
2017-02-18,That's What I Like,Bruno Mars
2017-02-18,Kelly Price,Migos Featuring Travis Scott
2017-02-18,I Got You,Bebe Rexha
2017-02-18,Location,Khalid
2017-02-18,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-02-18,Call Casting,Migos
2017-02-18,Way Down We Go,KALEO
2017-02-18,Issues,Julia Michaels
2017-02-18,Chantaje,Shakira Featuring Maluma
2017-02-18,Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj
2017-02-18,Goosebumps,Travis Scott
2017-02-18,Think A Little Less,Michael Ray
2017-02-18,The Weekend,Brantley Gilbert
2017-02-18,Sober Saturday Night,Chris Young Featuring Vince Gill
2017-02-18,I'm Better,Missy Elliott Featuring Lamb
2017-02-18,Get Right Witcha,Migos
2017-02-18,No Heart,21 Savage & Metro Boomin
2017-02-18,Moves,Big Sean
2017-02-18,How Far I'll Go,Auli'i Cravalho
2017-02-18,Swang,Rae Sremmurd
2017-02-18,How Far I'll Go,Alessia Cara
2017-02-18,Selfish,PnB Rock
2017-02-18,Kill A Word,Eric Church Featuring Rhiannon Giddens
2017-02-18,Road Less Traveled,Lauren Alaina
2017-02-18,Today,Brad Paisley
2017-02-18,Call On Me,Starley
2017-02-18,Not Nice,PARTYNEXTDOOR
2017-02-18,If The Boot Fits,Granger Smith
2017-02-18,Wanna Be That Song,Brett Eldredge
2017-02-18,Fast,Luke Bryan
2017-02-18,Guys My Age,Hey Violet
2017-02-18,Scared To Be Lonely,Martin Garrix & Dua Lipa
2017-02-18,80s Mercedes,Maren Morris
2017-02-18,Dirty Laundry,Carrie Underwood
2017-02-18,Fresh Eyes,Andy Grammer
2017-02-18,OTW,DJ Luke Nasty
2017-02-18,Culture,Migos Featuring DJ Khaled
2017-02-18,Redbone,Childish Gambino
2017-02-18,Any Ol' Barstool,Jason Aldean
2017-02-18,Sex With Me,Rihanna
2017-02-18,Black,Dierks Bentley
2017-02-18,Alone,Marshmello
2017-02-18,El Amante,Nicky Jam
2017-02-18,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy
2017-02-25,Shape Of You,Ed Sheeran
2017-02-25,Bad And Boujee,Migos Featuring Lil Uzi Vert
2017-02-25,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-02-25,Million Reasons,Lady Gaga
2017-02-25,Bad Things,Machine Gun Kelly x Camila Cabello
2017-02-25,Bounce Back,Big Sean
2017-02-25,Closer,The Chainsmokers Featuring Halsey
2017-02-25,Scars To Your Beautiful,Alessia Cara
2017-02-25,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
2017-02-25,Paris,The Chainsmokers
2017-02-25,Fake Love,Drake
2017-02-25,Starboy,The Weeknd Featuring Daft Punk
2017-02-25,Love On The Brain,Rihanna
2017-02-25,Black Beatles,Rae Sremmurd Featuring Gucci Mane
2017-02-25,24K Magic,Bruno Mars
2017-02-25,I Feel It Coming,The Weeknd Featuring Daft Punk
2017-02-25,Caroline,Amine
2017-02-25,Side To Side,Ariana Grande Featuring Nicki Minaj
2017-02-25,Mercy,Shawn Mendes
2017-02-25,Let Me Love You,DJ Snake Featuring Justin Bieber
2017-02-25,Body Like A Back Road,Sam Hunt
2017-02-25,No Favors,Big Sean Featuring Eminem
2017-02-25,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
2017-02-25,All Time Low,Jon Bellion
2017-02-25,Can't Stop The Feeling!,Justin Timberlake
2017-02-25,T-Shirt,Migos
2017-02-25,Say You Won't Let Go,James Arthur
2017-02-25,iSpy,KYLE Featuring Lil Yachty
2017-02-25,Heathens,twenty one pilots
2017-02-25,Water Under The Bridge,Adele
2017-02-25,Down,Marian Hill
2017-02-25,Cheap Thrills,Sia Featuring Sean Paul
2017-02-25,This Town,Niall Horan
2017-02-25,Starving,Hailee Steinfeld & Grey Featuring Zedd
2017-02-25,Broccoli,D.R.A.M. Featuring Lil Yachty
2017-02-25,Treat You Better,Shawn Mendes
2017-02-25,That's What I Like,Bruno Mars
2017-02-25,Moves,Big Sean
2017-02-25,Congratulations,Post Malone Featuring Quavo
2017-02-25,Better Man,Little Big Town
2017-02-25,Issues,Julia Michaels
2017-02-25,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
2017-02-25,Believer,Imagine Dragons
2017-02-25,Don't Let Me Down,The Chainsmokers Featuring Daya
2017-02-25,Love Me Now,John Legend
2017-02-25,Dirt On My Boots,Jon Pardi
2017-02-25,Make Me (Cry),Noah Cyrus Featuring Labrinth
2017-02-25,Party,Chris Brown Featuring Usher & Gucci Mane
2017-02-25,The Greatest,Sia Featuring Kendrick Lamar
2017-02-25,Bad Romance,Lady Gaga
2017-02-25,Deja Vu,J. Cole
2017-02-25,Location,Khalid
2017-02-25,Both,Gucci Mane Featuring Drake
2017-02-25,HandClap,Fitz And The Tantrums
2017-02-25,Seein' Red,Dustin Lynch
2017-02-25,I Got You,Bebe Rexha
2017-02-25,Used To This,Future Featuring Drake
2017-02-25,Star Of The Show,Thomas Rhett
2017-02-25,Play That Song,Train
2017-02-25,Party Monster,The Weeknd
2017-02-25,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-02-25,Castle On The Hill,Ed Sheeran
2017-02-25,Think A Little Less,Michael Ray
2017-02-25,A Guy With A Girl,Blake Shelton
2017-02-25,Goosebumps,Travis Scott
2017-02-25,Sober Saturday Night,Chris Young Featuring Vince Gill
2017-02-25,Chantaje,Shakira Featuring Maluma
2017-02-25,My Old Man,Zac Brown Band
2017-02-25,Guys My Age,Hey Violet
2017-02-25,Sacrifices,Big Sean Featuring Migos
2017-02-25,Way Down We Go,KALEO
2017-02-25,Call On Me,Starley
2017-02-25,Slippery,Migos Featuring Gucci Mane
2017-02-25,Halfway Off The Balcony,Big Sean
2017-02-25,Today,Brad Paisley
2017-02-25,Jump Out The Window,Big Sean
2017-02-25,Swang,Rae Sremmurd
2017-02-25,Kill A Word,Eric Church Featuring Rhiannon Giddens
2017-02-25,The Weekend,Brantley Gilbert
2017-02-25,Fast,Luke Bryan
2017-02-25,No Heart,21 Savage & Metro Boomin
2017-02-25,Not Nice,PARTYNEXTDOOR
2017-02-25,How Far I'll Go,Alessia Cara
2017-02-25,Any Ol' Barstool,Jason Aldean
2017-02-25,Selfish,PnB Rock
2017-02-25,Owe Me,Big Sean
2017-02-25,Beauty And The Beast,Ariana Grande & John Legend
2017-02-25,Wanna Be That Song,Brett Eldredge
2017-02-25,I Don't,Mariah Carey Featuring YG
2017-02-25,Road Less Traveled,Lauren Alaina
2017-02-25,80s Mercedes,Maren Morris
2017-02-25,How Far I'll Go,Auli'i Cravalho
2017-02-25,Now & Later,Sage The Gemini
2017-02-25,In Case You Didn't Know,Brett Young
2017-02-25,Look At Me!,XXXTENTACION
2017-02-25,OTW,DJ Luke Nasty
2017-02-25,Light,Big Sean Featuring Jeremih
2017-02-25,Redbone,Childish Gambino
2017-02-25,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy
2017-02-25,Kelly Price,Migos Featuring Travis Scott
2017-03-04,Shape Of You,Ed Sheeran
2017-03-04,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-03-04,Bad And Boujee,Migos Featuring Lil Uzi Vert
