kpop_kr_Lyrics,kpop_en_Lyrics
서쪽하늘 노을 고이 슬픔 그대 한번 허공 이름 사랑 하늘 빗속 이비가 난항 그날 하늘 눈물 데비 다비 가오 그날 하늘 눈물 모습 자리 그날 하늘 눈물 사랑,sunset western loud break return strength endure love rain rainy someday rainy want forget tear rain rainy someday rainy want forget tear want find look miss someday meet rainy want forget tear love
안녕 사랑 제발 대체 연락 전화 피해 장난 실감 매일 매일 하루하루 지옥 안녕 사랑 제발 대체 금방 자꾸 착각 안녕 사랑 제발 대체 오늘 보고,sunset western loud break return strength endure love rain rainy someday rainy want forget tear rain rainy someday rainy want forget tear want find look miss someday meet rainy want forget tear love
거짓 눈빛 슬픔 이내 이름 광대 직업 관객 웃음 모습 철칙 손가락질 모욕 크게 목욕 음악 별빛 구두 신고 청혼 얼음 무도 아무 홀로 핀꽃 송이 사랑 간다 세상 세상 세상 높이 거짓 눈빛 슬픔 무대 서면 우린 때론 정반대 관객 얼굴 상상 그림 물감 대의 청춘 이면 이력서 인생 시험 보고 사랑 초보 애인 남자 사랑 슬픔 신하 현실 혼신 다해 헌신 오늘 한잔 내일 한잔 오늘 아픔 가시 세상 세상 세상 높이 거짓 눈빛 슬픔 거짓 눈빛 슬픔,funny sure course funny look sadness worry name clown audience selling laughter laugh louder bath sweat music curtain night wash body shiny shoe reach moon moon anyone hour love flower love world stop time dance world world everyone height funny sure course funny look sadness worry stage opposite become audience draw imaginary picture people spray paint youth tomorrow resume first line board director life test innocent love novice sadnesscome baby wear king clothes reality servant best drink education today water tomorrow today world stop time dance world world everyone height smile sure course smile look sadness smile sure course smile look sadness worry
효린 마주 보고 서로 고온 동네 누벼 서로 잡고 감고 사랑 사랑 실시간 위내 관심 최면 수리수리마수리 하늘 대판 사랑 사랑 사랑 원래 닭살 남자 매력 집의 내력 걸세 제일 사랑 평생 처럼 사랑 사랑 도나 숨결 매일 보고 사랑 사랑 인생 주인공 사랑 사랑 사랑,feat horn loving face face hold hand think girl girl girl girl matter anyone girl girl girl girl matter everyone love time place interest surisuri measure true beauty ruby eerie eerie matter much look modern version rome juliet give front shriek anna girl time holly need side anna girl time holly hard time lean call girl girl girl girl matter anyone girl girl girl girl matter everyone good goosebump kind charm charm family long time person world person baby girl stick diamond anna girl time holly need side anna girl time holly hard time lean call girl girl girl girl matter anyone girl girl girl girl matter everyone breath listen love song baby heart ride love hero life guess much girl girl girl girl matter anyone girl girl girl girl matter everyone love
여름 여름 여름 여름 여름 날유 준비 더위 갈매기 노래 갈매기 절대 비키니 고민 해해 근대 여름 팥빙수 배탈 눈물 이나 모기 몸뚱이 쪽쪽 여름 바다 갈매기 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 사랑 바다로 여름 마음 남자 벌써 누군가 칙폭 칙폭 기차 적대 근대 핑크 사랑 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 다자 진심 감사 날유 송은이 김숙 마음 한번 소리 더위 갈매기 노래 갈매기 수박 어물 바닷가 광안 어르신 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름 여름,summer summer summer summer summer ready ready seagull heat seagull liking beaten enjoy matter summer mosquito wash body seagull summer american summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer love summer easy open heart good someone train sticky people heart race american summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer thank thank much bottom heart day song end took excited noise seagull heat seagull bite watermelon beach degree elderly child summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer summer
사랑 반복 아픔 사랑 따윈 결심 사랑 낭비 친구 녀석 시작 오늘 자리 도기 따윈 얼굴 자고 다짜고짜 마법 홀린 마지막 사랑 만날 사랑 완성 평생 아픔 이제야 만난 절대 지금껏 운명 이바 걸너 영원 모자라 계속 말로 서나 마지막 사랑 만날 사랑 완성 평생 너뿐이 가슴 사랑 평생 사랑 하나로 내겐 사랑 이제야 만난 절대 지금껏 운명 이바 걸너,love pain love love theory waste time today anything blue magic last love someone complete person person cover pain miss fate moment moment side eternity enough moment make laugh anything knock door heart person relationship last love someone complete person moment moment life know heart love know miss fate moment moment
억해 오늘 뒷모습 수가 제발 보고 사랑 미련 나야 수가 제발 보고 하늘 허락 뭐길 사랑 제발 제발 제발 사랑,moment remember today moment live wait please much foolish abandon breath night live wait please much miss death allows much please
친구 하필 이면 전쟁 듣기 눈물 빌어 사랑 우린 툭툭 당한 사랑 우정 장난 만해 벌써 용서 전쟁 겁쟁이 겁쟁이 사랑 전쟁 친구 저주 제발 눈물 절대 용서 전쟁 겁쟁이 겁쟁이 사랑 전쟁 전쟁 겁쟁이 겁쟁이 사랑 전쟁,friend want tear wish wait wrong loved touch girl much wait love friendship body nervous forgive coward coward love left told forget everything friend happen curse dirty mouth tear blood tear alone sure someday forgive coward coward everything coward everything love
용준형 가슴 죽지 그냥 잡고 잡지 이별 원래 처음 하늘 고모 정신 때로는 자고 때로는 보고 자고 가슴 죽지 그냥 잡고 잡지 미련 여운 그대 만남 이별 건데 도참 이기 사랑 식지 사랑 진심 사랑 마촌 아무 남녀 사이 가슴 죽지 그냥 잡고 잡지 금방 사랑 굳이 비교 면목 사탕머금었 가슴 시작 아주 자리 빼기 원망 마촌 굴지 도마 가슴 죽지 그냥 잡고 잡지,tack feat long junhyung heart want catch catch first hurt everything collapse mind sleep angry miss heart want catch foolish thing poor girl race person heart natural break meeting everything easy light curious wrong moment different matter cold relationship woman heart want catch feel forgotten candy stuck throat sweeter anything swallow heart hurt little person room zero endure live heart want catch catch
야구 거리 이기 거실 가슴 식탁 서나 그릇 눈물 찬물 오늘 취해 헛소리 친구 수다 별로 관심 머리 자랑 사랑 연인 보기 가슴 취해 헛소리 취해 헛소리,baseball street room living room heart ache table raven reason cold water heartburn thinking today nonsense miss friend interested feeling useless hair nice anyone tell brag lover heart drunk nonsense miss drunk today nonsense miss
가슴 거리 온몸 오늘 내일 살짝 노크 게살 거리 향기 분위기 취할 애하 촛불 오늘 내일 살짝 노크 마음 이불 오늘 내일 살짝 노크 오늘 살짝 노크 해조 오늘,excited heart explode whole body tonight tomorrow night hide dream knock little anyone quiet open scent gentle drunk mood short candle tonight tomorrow night hide dream knock little anyone quiet open knock door please door frozen heart cotton blanket melt tonight tomorrow night hide dream knock little anyone quiet open tonight hide dream knock little quiet open tonight hide dream
말앞 서면 하루 종일 기분 마음 마음속 변치 자리 사랑 처음 날눈 처음 날새 마음 사랑 기분 처음 마음 마음속 변치 자리 사랑 마음 해널 마음 한걸음씩 갈래 마음 마음속 변치 자리 사랑,nervous front much long thinking nervous talk kind feeling nervous happy call heart change stay first nervous white snow chance nervous heart love kind feeling right first time happy call heart change stay front heart heart flutter step time show right baby dear snowy you happy call heart change stay
걱정 후회 사치 시작 어제 어제 바보 사랑 니니 마음 사랑 잡고 바보 사랑 목숨 그대 어제 어제 바보 사랑 머리 위로 나라 앨리스 스컹크 연기 넘버원 마이크 토끼 소리 이름 대체 태양빛 노을 시인 노래 토끼 노래 이름 대체 앨리스 버런 태양빛 노을 시인 노래 추억 바보 사랑 목숨 그대 바보 사랑 목숨 그대,worry told regret luxury start yesterday yesterday fool thank heart pretty hold hand person life girl girl love girl girl love girl yesterday yesterday fool hand alice sunk wonderland number microphone rabbit sound want sunlight beautiful sunset song poet rabbit sell song name dream sunlight beautiful sunset song poet memory person life girl girl love girl girl love girl person life girl girl love girl girl love girl
오늘 손끝 몰래 편지 유리잔 맺힌 마음 마주 잘못 비밀 얘기 간다 날개 밤하늘 매일 매일 거울 화장 비밀 얘기 간다 날개 밤하늘 걸음 걸음 향기 내게로 마음 꿈속 마음 바람 비밀 간다,today write letter front water glass heart face face head many secret hard take heart night everyday front mirror heart clumsy make look scared many secret hard take heart night hear step step lighter word word hard scent feel heart today heart dream earnest desire fill room fill secret
헤이 브래드 완전 범준 브래드 오늘 사장 어요 진짜 아저씨 오늘 눈가 다크서클 인생 뭐길 완전 아가씨 어디가 클럽 가요 니요 오늘 야근 인생 뭐길 완전 불빛 서울 아저씨 아가씨 오늘 완전 매일 서울 미소 친구 인생 헤이 미스터 미스터 브래드 오늘 스트레스 니요 드럼 완전 별빛 스트레스 넥타 아저씨 아가씨 오늘 완전 매일 서울 미소 친구 인생 완전 완전 서울 미소 친구 인생 월요일 화요일 수요일,bad tired tonight beomjun okay bad trouble owner today tonight dark circle life tired tonight lady overcome today life tired tonight light night people night night night night anna work tonight mister lady everything tonight tired tonight anna tonight people sleep friend mysterious life tonight bad stress tonight play drum tired tonight starlight night stop people stress hope until neck mister lady everything tonight tired tonight anna tonight people sleep friend mysterious life tonight tonight tired tonight tired tonight anna tonight people sleep friend mysterious life tonight monday wednesday thursday friday saturday
삼촌 오늘 조카 과자 저리 할머니 구박 도기 삼촌 개구쟁이 얼굴 무릎 츄리닝 철부지 삼촌 삼촌 세상 제일 콧날 한가인 집안 끝방 신세 여친 어깨 잔뜩 아빠 삼촌 개구쟁이 얼굴 무릎 츄리닝 철부지 삼촌 삼촌 삼촌 모습 삼촌 담배 아빠 잔소리 아유 장가 그냥 개구쟁이 얼굴 무릎 츄리닝 철부지 삼촌 삼촌 삼촌,uncle drink today hand snack nephew trust uncle mischievous face tracksuit knee sticking uncle cut uncle prettiest world nose pretty last room house girlfriend shoulder full energy tall uncle mischievous face tracksuit knee sticking uncle cut uncle check minute trust small papa smell poor self uncle drinking small look need sick mischievous face tracksuit knee sticking uncle cut uncle uncle best
머리 위로 삼바 매력 열기 불타 삼바 함성 소리 내게로 살짝 잡고 함성 소리 삼바 삼바 삼바 내게로 살짝 삼바 매력 헤어 로우 마구 사랑 섹시 눈빛 사랑 예이예 예이예 예이예 예이예 음악 소리 하미 음악 소리 삼바 삼바 삼바 삼바 삼바 삼바 삼바 삼바 삼바 삼바 삼바 삼바 삼바 삼바 소리 로우 마구 사랑 섹시 눈빛 사랑 예이예 예이예 로우 마구 로우 마구 로우 마구 사랑 섹시 눈빛 사랑 예이예 예이예 예이예 예이예 삼바,hand head everyone thanks charm leave fire samoa shout second bump look loud samoa samoa bump look fall love samoa charm able shake right love come crazy open sound music water tired life smile ahahah crazy open sound music water tired life smile ahahah samoa samoa samoa samoa samoa samoa samoa samoa samoa samoa samoa samoa samoa samoa noise shake right love come eternal love shake hand right shake hand right shake right love come samoa
그대 맘속 거리 그대만 그대 그대 하루 그대 바보 그대 온도 기억 금방 만날 태양 살짝 자리 시도 외로움 여름 옆구리 보일러 그대만 그대 그대 그대 바보 된거 그대 그대 그대 그대 장미 금방 그대 향기 서코 살맛 그대 그대 장미 금방 그대 향기 서코 살맛 전혀 예상 상도 살맛 그대,anything live heart anything people street come flower alcohol everything long time night lazy sleepy open dream people curse guess become fool warm temperature fall little flower bloom seat apart loneliness side middle summer boiler turn girl flower alcohol everything long time night know heart long time night flower alcohol everything long time night scent crooked reason live next scent crooked reason live mean world look hate reason live feel good tonight
시작 주저 기회 가슴 순리 것넌 세상 주눅 그냥 수가 야성 세계 주목 위풍 뼛속 원래 원래 전쟁 인간 벌써 포기 집념 지구 역사 주인공 세계 주목 위풍 뼛속 원래 세상 남자 지혜 도전 설레임 세상 남자 그대로 미래 미래 눈앞 점점 모습 시작 주저 기회 가슴 세계 우릴 주목 세상 남자,grumble hesitate opportunity open chest come bring bring bring bring bring order okay dark world feel funny watch break something sharp cool show mildness girl generation feel heat whole world attention proud bottom bone know girl bring keep place person life life high high tenacity earth everyone history anew star girl generation feel heat whole world attention proud bottom bone know girl girl bring anna dance right lead world wisdom enjoy excitement challenge world everyone girl generation bring blocked future future spread front fall heart grumble bring hesitate opportunity open chest come bring girl bring girl girl bring girl girl generation feel heat whole world attention lead world cool girl gather girl bring
가슴 상처 선도 미노 슬픔 참고 눈물 계속 추억 가슴 낙서 이나 기억 가슴 가슴 가슴 가슴 가슴 빼곡 그대만 추억 낙서 혼잣말 클럽 가도 재미 시선 이확 여자도 아픔 추억 낙서 상처 재미 난사 의미 용기 노래 얘기 멍하니 눈물 가슴 가슴 가슴 가슴 가슴 빼곡 그대만 가슴 가슴 가슴 가슴 가슴 빼곡 그대만,disease scar hurt much endless line sadness domingo grows control endured keep memory heart matter hard ease scribble many everything flurry clear heart heart heart ease ease able ease able ease able ease able ease hear club girl pain worse think ease double memory point living courage listen song tear come heart heart heart ease ease heart heart heart heart ease ease
태양 랜드 백성 걱정거리 마법 메밀 공주 하루하루 말라가 마법 건저 바다 건너 외딴 쯔유쯔 유강 신비 간장 이웃 용병 영계백숙 영계백숙 오그 다리 어그 피부 영계백숙 영계백숙 꼬은 영계백숙 영계백숙 오그 진국 사나이 백숙 전날 처음 찹쌀 대추 백숙 묶인 간다 바다 건너 메밀 간장 영계백숙 영계백숙 오그 다리 어그 피부 영계백숙 영계백숙 꼬은 영계백숙 영계백숙 오그 진국 사나이,person everyone princess magic thing solve flow ocean remote island tsuyu tsuyu river mysterious sauce noble walk long time able step mercenary neighboring country younggye baeksuk younggye baeksuk strong rough skin younggye baeksuk younggye baeksuk arrogant twisted full stomach younggye baeksuk younggye baeksuk authentic anyone anyone baeksuk first time sight point jujube baeksuk beautiful thread stomach find sauce emilie younggye baeksuk younggye baeksuk strong rough skin younggye baeksuk younggye baeksuk arrogant twisted full stomach younggye baeksuk younggye baeksuk authentic anyone anyone
보고 자존심 허락 긴머리 빈자리 자꾸만 몇번 이맘 부담 자꾸만 자꾸만,long time much pride hair suit empty space many time call side person feel look comfortable word want late heart burden
가슴 자꾸 가슴 너뿐이야 너뿐이야 행운 자꾸 가슴 너뿐이야 바보 세면 너뿐이야 너뿐이야,heart baby say love tonight heart funny funny you funny funny youfunny funny baby need funny funny funny baby tonight lucky dream crazy baby say love tonight heart funny funny you funny funny listen fool count funny funny funny honey funny funny funny honey funny funny baby need funny funny funny baby tonightfunny funny
버스 보고 택시 누군가 걸집 방문 이불 누군가 머리 아이미 기억 하루 애원 빌어 추억 오늘 그림자 곳도 얼굴 대체 어쩌란말 애원 빌어 추억 오늘 그림자 사레 손톱 하루 일분 일초 달라 추억 필요 책임 못질 추억 행복 면서,taxi someone house lock door heart someone forget stop stop wish follow memory mean shadow today hour walk face alive front house stop stop wish follow memory mean shadow today hand curse forget nail minute second forget live forget forgotten memory hold hand give memory take happy happy telling happy
걸음 이별 이별 심장 널너 전화 부탁 목소리 우린 어사 이별 이기 을사 눈물 기억 추억 그리움 모습 사랑 전화 부탁 목소리 우린 어사 이별 이기 이별 사랑 눈물 기억 추억 그리움 모습 슬픔 눈물 눈물 슬픔 사랑 이별 이기 을사 눈물 기억 추억 그리움 모습,breakup step time breakup heart come shake hand shake call please voice love breakup break live loving forget tear memory miss memory image spent several word call please voice love overcome breakup live love breakup forget tear memory memory forget sadness mine tear sadness love breakup beat live loving forget tear memory memory longing forget
거짓 눈빛 슬픔 이름 광대 직업 관객 웃음 모습 철칙 손가락질 크게 목욕 음악 별빛 구두 신고 청혼 얼음 무도 홀로 송이 사랑 세상 세상 세상 높이 거짓 눈빛 슬픔 세상 세상 세상 높이 거짓 눈빛 슬픔 거짓 눈빛 슬픔,funny sure course funny look sadness worry name clown huge audience laughter front finger laugh louder bath sweat music curtain night wash body shiny shoe reach moon moon anyone quiet lonely time flower fall right world stop time dance world world everyone height funny sure course funny look sadness world stop time dance world world everyone height funny sure course funny look sadness funny sure course funny look sadness worry
요즘 남자 얼굴 사랑 사랑 겉모습 얼굴 달이 남자 속물 제발 아이젠 사랑 사랑 겉모습 살찐 고양이 발톱 상처 사랑 모습 겉모습,beautiful beautiful everyone pretty face wrong everyone place visible place everyone love love want someone appearance stop look heart heart look oooh beautiful beautiful feed month wrong ugly thing snow please outside love love want someone cherish appearance stop look heart heart look curious tonsil look heart look handsome handsome appearance stop look heart oooh beautiful beautiful girl oooh beautiful beautiful
이별 이기 난정 그대 난이 이대 그대 제발 그대 사랑 사랑 사랑 그대 사랑 사랑 난정 사랑 난죽 죽지 제발 그대 내사 사랑 사랑 그대 사랑 마지막 서로 마지막 로서,early goodby thing many like reason live life please miss person touch miss person crazy hello loved please love miss person touch miss person crazy last late late hard live afraid last back time late live tired
어깨 친구 친구 친구 어차피 그냥 친구 녀석 친구 이상은 왈칵 안고 입술 나라고 주먹 가슴 핑계 친구 거절 친구 사랑 사랑 사랑 난그 전하 왈칵 안고 입술 나라고 주먹 가슴 핑계 하루 가슴 눈물 걸음 친구 말로 바보 울면 계속,cover shoulder hand friend friend good friend hurt kiss surprised happy clench heart friend obvious rejection love love love hide word surprised happy clench heart wait look heart burst angry sick heart tear take step friend fool sound good person friend
무척 홀로 거리 방황 커플 사이 솔로 비애 모습 동네 빈자 한번 크리스마스 줄기 태양 발랄 순수 때로는 샴푸 냄새 그냥 향수 베이글 그냥 베이비페이스 친구 미소 화장품 화장 화답 태양 그대 온통 별보 그대 온통 맘속 요즘 꽃다발 다발 오빠 심장 가슴 헤메 마지막 나침반 세상 제일 나너 중독 태양 별보 반짝 태양 그대 온통 별보 그대 온통 맘속 아무 간다 느낌 태양 그대 온통 두운,star sunny street sadness soloist couple neighborhood empty seat next grows christmas light bright cheerful innocent innocent smell fresh shampoo perfume babel baby face fate bobby make make urgent smile respond frozen blue heart warmly shine brighter star heart black brightens heart star bouquet bouquet money hold hand heart heart open hard time last compass happiest person world night told fell star lady brighter frozen blue heart warmly shine brighter star heart black brightens heart star foreverbaby anything tight time everything hold hand anything obvious night good brighter frozen blue heart warmly girl better star star star anybody dark heart everything star forever
사랑 사랑 막걸리 막걸리 막걸리 한잔 손등 입술 막걸리 홍조 눈망울 사랑 그대 막걸리 사랑 막걸리 사랑 막걸리 막걸리 건배 한잔 눈빛 착각 막걸리 사랑 막걸리 사랑 막걸리 막걸리 사랑 막걸리 사랑 막걸리 막걸리 아저씨 영업 가요 아저씨 가세 막걸리 막걸리 누나 막걸리 막걸리 마지막 한번 막걸리 막걸리 막걸리,beautiful ivory magic makgeolli ivory magic bradley makgeolli rice wine makgeolli drink wipe soft hand makgeolli cheek tears makgeolli organ rice wine love makgeolli beautiful love ivory magic makgeolli makgeolli toast forth makgeolli love makgeolli beautiful love ivory magic makgeolli makgeolli makgeolli beautiful love ivory magic makgeolli makgeolli home makgeolli makgeolli noon makgeolli makgeolli rice wine last time bradley makgeolli rice wine makgeolli
,mine thing mind time love treat party booth sound keep heart tune love love play night lalalalalala everyday lalalala sings into fade mine girl time rock music love night mine baby baby mine rock music love night mine girl baby side everyday lalalala sings into fade mine girl time rock music love night mine girl time rock music love night mine blasting headphone fallen head answer phone music stay chart play ulcer airplane hear case reiterated reiterated mine thing mind time love remind mine girl time rock music love night mine girl time rock music love night mine mine rock music love night mine
윤지 벌써 기회 알리바이 어쩌라구 트럭 저리 속셈 입닥쳐 마녀 독해 레퍼토린 통해 입닥쳐 마녀 독해 사랑 바보 사랑 마녀 저주 어서 소녀 입닥쳐 마녀 독해 사랑 바보 사랑 마녀 저주 어서 소녀,return extra extra read queen game sons girl fool fourth fall opportunity donna truck understand bring bring black shameless innocent hate hate give reason witch reason stronger repertoire work stop pitiful pretend change hate hate give reason witch reason stronger reason witch reason girl hate hate give reason witch reason stronger hung reason witch reason girl
상상 세상 긴장 시작 나라 한번 본적 세상 아슬 몰래 기회 거리 불빛 절대 엔진 소리 재고 아슬 몰래 기회 상상 걸알 환상 대론 데왜 리도 아슬 몰래 기회,chronic drive tonight imagination style style nervous careful think easy show world fast taxi taxi taxi right closer catch catch taxi taxi taxi right twinkle twinkle twinkle supersonic hypertonus chance thrilled taxi taxi taxi right catch street light star baby stop engine watch moment hesitate good measure late sure taxi taxi taxi right follow loops closer catch taxi taxi taxi right twinkle twinkle twinkle supersonic hypertonus chance thrilled taxi taxi taxi right special unknown fantasy nervous know good good good taxi taxi taxi right follow loops closer catch taxi taxi taxi right twinkle twinkle twinkle supersonic hypertonus chance thrilled taxi taxi taxi right
사랑 거짓말 심장 머리 수백 번고 어도 걸음 그대 그대만 바보 그대만 하루 거르 그대 사랑 대요 벌써 그대 그대 남자 그대만 바보 그대만 하루 거르 그대 사랑 대요 벌써 그대 상관 사랑 그대만 바보 그대만 바보 가슴 계속 하루 온통 그대 가슴 도참 미련 벌써 그대 그대 바보,miss heart hair time head step reach fool woman skin heart sick fool weak need fool woman skin heart sick fool sound funny matter fool fool forget heart heart help fool fool
지네 사랑 원래 가끔 한참 사랑 사랑 장해 사랑 달라 달라 화보 노력 사랑 남자 한참 사랑 사랑 장해 사랑 매일 핑계 사랑 말로 게내 갈대 야사 사랑 장해 사랑,come come popular easy girl hard keep love love love love crazy person follow love love love good long time move move love move move careful careful love come forth heart come heart heart different hang break movie eating effort love good long time move move love move move careful careful love come forth heart come heart heart everybody excuse busy girl love heart shake shake loops loops loops many time much frustration woman reed move move love move move careful careful love come forth heart come heart heart
뭔가 뭔가 오어 오늘 얘기 오늘 오어 오늘 오늘 기운 기분 환기 방전 대출 이자 갈채 함성 보고 어차피 들통 숨기 마막 피어 감정 오늘 산다 니거 마음 재미 뭔가 뭔가 오어 오어 자리 평화 시작 오늘 판단 그대로 서로 편견 선입견 개집 중심 주변 일부 고정상 행복 오늘 주말 주말 감정 음정 피치 오어 밤새 하늘 위로 뭔가 뭔가 오어 오어 오늘 얘기 오늘 오늘 오늘,feel something happen friday down feel work friday night friday night today fiery night story tonight today fiery friday night today dark humid energy heavy need ventilator energy lend energy interest revenge cheer need share good thing taste hide hide mean hide press emotion today much live divide mine body mind spare share feel something happen friday down something happen friday down friday night everyone hand peace start judge today prejudice house hand center part happiness place weekend fiery weekend note emotion pitch look front dance night feel live ready feel something happen friday down feel work friday night friday night hotscream louder yeahscream louder today fiery night story tonight scream louderscream louder today fiery friday night today fever
축복 사랑 서약 세월 서로 위로 위로 결혼 반대 결혼 다이나믹 듀오 다이나믹 듀오 결혼식 민폐 완전 진상 결혼 반대 반대 결코 평생 결혼식 반대 감당 돌아이 기질 결코 결백 기질 평생 치질 반대 반대 결혼 대안 결혼 안돼얜 형도 가면 결혼식 절대 서예 결혼 약속 결혼식 반대 소리 결혼 찬성 소리 사랑 오늘 내껄 사랑 물어 대답 사랑 오늘 내껄 사랑 사랑 서약 박수 박수 박수 박수 약속 후횐 하늘 그날 사랑,time everyone pledge love time sick side comfort comfort marriage dynamic dynamic bother fuss crazy marriage rest life everybody opposed crazy temperament stand innocent temperament shine brighter rest life hurt haemorrhoids marriage ruin wedding many time married promise make noise favor marriage noise pledge love mine today hundred time answer pledge love mine today love pledge love cap cap cap play play play play play thing walk front time promise regret sings full love
매일 강남 한잔 장난 저런 얘기 정신 모습 사랑 제발 젠데왜 밤새 내일 얘기 오늘 걱정 도저히 통해 새벽 사랑 실망 마나 원래 정신 잘못 자꾸 불타 헤어지자 우린 입맞춤 제발 젠데왜 밤새 내일 얘기 오늘 걱정 도저히 통해 새벽 사랑 실망 매일 만해 사랑,twelve sound crazy crazy langham drink joke call talk night stop love come please problem making night talk tomorrow today much drank call early morning time annoying crazy anna stop bothering love love disappoint sober weird keep fire kissed please problem making night talk tomorrow today much drank call early morning time annoying crazy anna stop bothering love love disappoint sorry girl promise sorry girl love true love cap crazy cap body cap crazy cap body crazy crazy crazy
바람 몹시 날집 버스 창가 바람 모진 세상 지터 울음 입술 물어 때저 멀리 정류장 수도 동동 때나 안고 그냥 눈물 자꾸 눈물 그대 그대 낙엽 정류장 까치 얼굴 고온 때나 안고 그냥 눈물 자꾸 눈물 그대 그대,windy home window anything fool harsh world stand front stop close foot anything tear keep stay thank front stop leaf tiptoe face clothes anything tear keep stay
하나둘셋 그대 마음 원조 킬러 문자 꼬셔 볼라 자게 누굴 밤새 오빠 오빠 오빠 오빠 이쁜이 오빠 오빠 이쁜이 요리조리 오빠 국제 오빠 이의 오빠 기분 오늘 계속 누굴 밤새 오빠 오빠 오빠 오빠 이쁜이 오빠 오빠 오빠 오빠 오빠 오빠 이쁜이 오빠 오빠 오빠 오빠 오빠 오빠 이쁜이 오빠 오빠 오빠 오빠 오빠 오빠 이쁜이 오빠 오빠,welcome super show name long party tonight fire heart original female killer write delete message write ease reduce sleep night hurt night fire night funny town baby shout loud tokyo london york paris cool cool party superstar pretty people want place people shanty everyone call open open open tell home everyone open happy today fire night funny town baby shout loud tokyo london york paris cool cool party superstar pretty people open shout loud tokyo london york paris cool cool party superstar pretty people open shout loud tokyo london york paris cool cool party superstar pretty people open shout loud tokyo london york paris cool cool party superstar pretty people
온종일 화장 입술 눈물 클렌징크림 언니 도록 녀석 언니 번진 눈물 못내 언니 자꾸 녀석 언니 대론 아부 한잔 부탁 언니 사랑 내겐 문신 오늘 남자 자꾸 녀석 화장 소용 녀석 여태 기억 저편 미나 언니 번진 눈물 못내 언니 자꾸 녀석 언니 대론 아부 한잔 부탁 언니 나하 파티 화장 어부 언니,hurt hurt heart honey honey baby crazy thick make forget everything cheek half half tear melt cream until night long thing tear spread black forget noble want sleep heart think please please love others easy ease tattoo empty glass today girlfriend cool spot help make forgotten ease indifferent memory side forgotten black tear forget insisting sleep heart please drink please party make please hurt heart lotion honey honey baby hurt heart honey honey baby
한번 작별 키스 눈물 방울 내기 미련 물어 물어 글쎄 글쎄 이별 눈물 한번 꿀꺽 화가 글쎄 글쎄 이별 척매 거짓말 거짓 말기 물어 물어 글쎄 글쎄,come break news loops stop time come time ready ready ready wave hand goodby drop tear dirty regret show cool okay pretending okay sure obvious change show true loud nothing hate crazy time come time ready ready ready tear push okay sure obvious change show true loud nice cool moment time full energy great goodsgive great good okay pretending okay sure obvious thing curse feel everything break news loops stop time come time ready ready ready
마음 발걸음 보고 상처 가슴 용기 가슴 나하 가까이 가까이 설레임 마음 마음 발걸음 눈물 자꾸만 마음 마음 가까이 가까이 설레임 가까이 가까이 사랑 가까이,anxiety step courage open heart build heart thing thing closer protect long time excitement person heart slow comfortable step look feel tear hand warmth want give closer closer protect long time excitement thankful place closer everything other love person word
후회 게더 그대 자꾸 눈물 사랑 사랑 수가 오늘 리다 그대 모습 마음 자꾸 하루하루 그대만 보고 그대 사랑 사랑 수가 오늘 리다 그대 모습 그대 만날 자꾸만 사랑 사랑 하루 종일 도나 오늘 리다 그대 모습 그대 이름,much smile love matter much sing listen today today heart spent time bothering everyday guess love matter much sing listen today today meet keep crazy love much hear today name
강남대로 신호 대기 창문 너머 무심코 인사 아차 멍하니 시선 추스 린다 놀란 보고 자리 바위 정리 결심 신호 출발 돼지 아보 역시 얼굴 걱정 아보 바보 바보 이별 걱정 막상 시선 인파 남자 얘기 사람인 바랬 달라 진심 지네 감성 페달 움직 페달 움직 페달 아보 역시 얼굴 걱정 아보 바보 그냥 경적 소리 마지막 그냥 경적 소리 마지막 아보 역시 얼굴 걱정 아보 바보 아보,signal front langham dear hello stare blandly second calm surprised heart people know look rock organize heart live signal care look good guess hairstyle good look good kind face worried hard time afraid sadder look good good case endure breakup make feel ease crowd next guess person unhappy different happy serious special emotion step pedal move foot step pedal move foot step pedal move look good guess hairstyle good look good kind face worried hard time afraid sadder look good green light onto time hear horn saying gutta move last light onto time hear horn saying gutta move last district look good guess hairstyle good look good kind face worried hard time afraid sadder look good good
